X,Y,WindField,speed,heading,dx,dy,ratio,style_css,direction
81.0998665767029,12.6440003017101,wind_254,14.1,201.0866275755034,-179.04,-280.77,0.82,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-147.475362015658
81.2806382210644,12.6784836631093,wind_255,10.9,190.843581757194,-125.26,-308.54,0.79,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-157.904001767088
81.370999619616,12.6956720749259,wind_256,12.5,192.5321442744909,-134.39,-304.68,0.81,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-156.198408656347
80.1787719218288,12.5597326575633,wind_257,20.0,328.16557213634155,-120.45,310.45,0.91,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-21.2055152444203
80.2688994893001,12.5772574330081,wind_258,11.2,300.79542906124556,-249.99,219.99,0.88,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-48.6523777799669
80.4495241671811,12.6122710518994,wind_259,7.9,274.4729193312171,-321.07,88.34,0.9,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-74.6161588295481
79.9648715634308,11.3012532298345,wind_26,5.6,170.5549066235481,-10.88,-332.82,0.71,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-178.127648086227
80.3591991928006,12.5947770190094,wind_260,6.0,257.0139047816599,-332.85,-9.96,0.89,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-91.713972446688
80.6302087687611,12.6471730553662,wind_261,7.8,234.79725475845623,-305.05,-133.55,0.83,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-113.643663129292
80.5398605527741,12.6297364481386,wind_262,9.8,234.6116619155224,-304.65,-134.45,0.8,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-113.813120046479
80.7205633849447,12.6645758158176,wind_263,12.0,236.5257110319587,-308.86,-124.48,0.85,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-111.950938076381
80.81093712801,12.6819448030401,wind_264,4.5,229.9819593153723,-292.75,-158.7,0.77,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-118.462155183754
80.9013188152395,12.699284907319,wind_265,4.8,233.13886678971744,-300.91,-142.62,0.87,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-115.35918865149
80.9917097399147,12.7165961622362,wind_266,10.2,221.78595156530915,-267.09,-198.88,0.85,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-126.672030124826
81.0821126848445,12.733878636729,wind_267,13.1,200.42451447321383,-175.72,-282.86,0.86,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-148.150372916965
81.1725267754048,12.751125866609,wind_268,8.800000000000002,196.70017610476853,-156.63,-293.86,0.82,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-151.941986448949
81.262956134884,12.7683400712312,wind_269,11.6,197.32750070987,-159.74,-292.19,0.84,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-151.334613695318
80.2343338066625,11.3545793439351,wind_27,3.1,174.0143752286023,-31.06,-331.55,0.92,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-174.648082906199
81.3533532411933,12.7855172843114,wind_270,12.4,191.67319173848875,-129.71,-306.7,0.89,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-157.075456917012
80.2510210404319,12.6672294841555,wind_271,6.7,324.42833919019324,-141.23,301.57,0.96,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-25.0944359032487
80.3412210425758,12.6847140387995,wind_272,16.4,324.2215259903704,-141.8,301.3,0.99,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-25.2029552055963
80.5219029634021,12.7196455965387,wind_273,7.4,269.3722288707768,-327.58,59.86,0.9,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-79.6443689638362
80.431531517733,12.7021893299298,wind_274,5.5,287.8438445229766,-292.5,159.16,0.87,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-61.4477635456449
80.7026740287526,12.7544662397997,wind_275,7.1,251.51045596541732,-330.37,-41.74,0.87,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-97.2007789662234
80.6122851767317,12.7370729911325,wind_276,8.0,249.1545522541518,-328.43,-54.97,0.82,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-99.5016404776421
80.7930828397333,12.7718253069807,wind_277,12.6,239.37109337273304,-314.5,-109.44,0.92,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-109.186921592758
80.9739267939502,12.8064561294537,wind_278,6.2,225.25023304256345,-278.51,-182.54,0.76,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-123.241487784801
80.883500413376,12.7891552201455,wind_279,8.800000000000002,235.72672998346653,-306.95,-129.13,0.85,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-112.815877279662
80.5937655605976,11.4253013591786,wind_28,6.1,182.63117932137249,-80.95,-323.01,0.97,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-165.930789313944
81.0643639955395,12.8237281627747,wind_280,11.9,192.91504815878727,-136.64,-303.67,0.73,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-155.774059110442
81.154815755055,12.8409644292062,wind_281,3.3,208.5528362267557,-214.07,-255.08,0.9,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-139.995720857156
81.2452796136944,12.8581676703798,wind_282,10.9,211.69742640172203,-227.69,-243.0,0.88,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-136.862986733663
81.3357116029561,12.8753336847238,wind_283,6.2,212.84053366325452,-232.49,-238.41,0.89,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-135.720265761408
80.8634529365454,11.4780544620897,wind_29,9.5,326.9937391201515,-126.25,308.14,0.88,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-22.2797152495906
80.5220155473567,11.3177002258045,wind_3,1.0,293.1785367726311,-276.32,185.83,0.89,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-56.0784828737072
80.6836519500828,11.4429117012002,wind_30,7.2,292.53295935299553,-278.5,182.56,0.9,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-56.7546909650044
80.9533731617982,11.495583153764,wind_31,5.3,320.8620878503486,-158.84,292.68,0.79,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-28.4890716479123
81.0433048355661,11.5130809809692,wind_32,3.7,313.0563165324394,-197.4,268.18,0.98,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-36.3557732606133
80.7735473117516,11.4604960922089,wind_33,13.2,326.7576518582893,-127.46,307.64,0.88,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-22.5049818347686
81.493120957732,11.6001643290982,wind_34,9.6,311.5657681873876,-204.62,262.71,0.88,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-37.9143706923082
81.2231980399796,11.5479980986477,wind_35,1.7,279.13387267580396,-313.03,113.57,0.88,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-70.0587891378785
81.4031314418252,11.5828059129473,wind_36,2.9,324.28910412242703,-141.26,301.55,0.91,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-25.1005699729862
81.1332460764379,11.5305524617943,wind_37,4.400000000000001,327.0421024936596,-126.22,308.15,0.84,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-22.2742864726203
81.3131611878865,11.5654182821451,wind_38,7.8,325.98493920025294,-132.11,305.67,0.84,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-23.3739100542572
80.1262614172782,11.4268312629493,wind_39,2.1,340.25799890513144,-50.28,329.18,0.99,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-8.68441747965758
80.7915832534555,11.3705588148889,wind_4,3.5,324.4904204339033,-139.65,302.3,0.88,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-24.7949690080329
80.0364090102417,11.4090660193839,wind_40,8.5,191.9507677536964,-133.71,-304.97,0.9,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-156.325597403257
79.8569089158624,11.3734758173093,wind_41,5.2,178.59056794821691,-58.9,-327.75,0.94,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-169.812113367781
79.946571337816,11.3912685351952,wind_42,3.1,321.2626071199722,-156.02,294.19,0.96,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-27.9386859306878
81.5830760533299,11.6174886690508,wind_43,5.6,276.44235842525967,-318.07,98.61000000000001,0.96,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-72.7751997766362
80.3059955364179,11.4622845603135,wind_44,6.1,197.7830062053292,-164.11,-289.75,0.97,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-150.473442974229
80.3958779619942,11.4799721612612,wind_45,4.5,246.74594921146408,-326.1,-67.42,0.96,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-101.681118841679
80.2161233954014,11.4445708918397,wind_46,4.2,334.60410375844776,-83.14,322.45,0.95,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-14.4581481841531
80.8454590603886,11.5679825800792,wind_47,7.5,307.1365370060731,-223.98,246.42,0.87,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-42.268827958478
80.6655949819757,11.5328589602545,wind_48,4.7,318.45022718042424,-170.96,285.77,0.88,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-30.8896925136592
80.4857703035999,11.4976310053568,wind_49,13.6,327.47033820891994,-123.39,309.3,0.97,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-21.7486915563474
80.6118637033783,11.3353452266559,wind_5,5.5,307.2957072657735,-223.05,247.26,0.92,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-42.0532041904528
81.0253726894712,11.6029888336736,wind_50,9.5,330.97077705908754,-104.52,316.17,0.84,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-18.2929379796367
80.7555223215004,11.5504338954672,wind_51,14.1,312.813705182487,-198.41,267.43,0.85,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-36.5722286264985
81.1153439775963,11.6204500145193,wind_52,3.1,305.5873967810027,-230.72,240.12,0.93,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-43.8562807114555
80.5756772884341,11.5152579055996,wind_53,11.2,334.11240382859586,-86.31999999999998,321.62,0.98,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-15.0236297899867
80.9354097238446,11.5855012690504,wind_54,14.4,322.0310232881073,-152.84,295.85,0.87,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-27.3214709672413
81.2953218535636,11.655294183633,wind_55,1.5,341.2942866100403,-45.5,329.88,0.85,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-7.85319575433096
81.2053263070953,11.6378850762419,wind_56,5.4,328.7986052808177,-116.75,311.86,0.87,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-20.5242268765466
81.3853236771894,11.6726707023484,wind_57,4.1,275.1852767179716,-320.05,91.97000000000001,0.96,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-73.967394539523
81.4753437150154,11.6900177905956,wind_58,3.2,321.534197624658,-155.86,294.27,0.78,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-27.9079155998982
81.565329668748,11.7073306749176,wind_59,2.3,328.6979518502825,-117.72,311.5,0.91,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-20.7022466481342
79.8934687153562,11.1934094967882,wind_6,3.7,339.2564409216014,-56.31,328.2,0.96,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-9.73557340593544
80.0181429899221,11.4990736401589,wind_60,3.8,196.02305198443324,-155.34,-294.55,0.92,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-152.19369856944
80.108024942568,11.5168311687051,wind_61,5.3,224.37466130443357,-276.97,-184.87,0.85,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-123.722040347609
79.9282730094369,11.4812838709896,wind_62,4.0,230.25344491917727,-294.45,-155.52,0.96,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-117.841722498819
79.8384746050946,11.4634778787024,wind_63,2.5,188.596694394946,-115.97,-312.15,0.96,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-159.618956371093
80.197916098648,11.5345625247802,wind_64,4.8,231.30544577764763,-297.05,-150.5,0.85,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-116.868994510585
80.3777339680324,11.5699471825469,wind_65,8.5,231.6291317753964,-297.77,-149.06,0.92,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-116.591983115505
80.2878188911136,11.5522678398777,wind_66,8.1,240.60848568809564,-317.22,-101.3,0.93,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-107.710192822661
80.4676585112687,11.5875970934622,wind_67,5.0,233.45522146165544,-302.29,-139.67,0.81,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-114.798814572766
80.5575947137974,11.6052146910159,wind_68,4.2,282.26733018467223,-306.25,130.76,0.93,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-66.8789024197546
80.6475437845758,11.6228064064369,wind_69,9.1,278.269938637364,-314.53,109.36,0.89,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-70.8277749897602
80.2525496130602,11.2645879432979,wind_7,4.3,238.72450131221177,-313.85,-111.29,0.9,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-109.524310249785
80.737503653177,11.6403720024157,wind_70,5.2,296.0986164181408,-266.82,199.24,0.9,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-53.2505437553087
80.917452288519,11.6754197772916,wind_71,5.6,316.1081476604826,-182.78,278.35,0.84,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-33.2911161799042
81.0974493263495,11.710348220078,wind_72,12.6,335.94589245405683,-76.39,324.12,0.91,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-13.2617018947492
80.8274722782855,11.6579112396616,wind_73,6.5,307.2872187204741,-223.35,246.99,0.85,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-42.1226487465125
81.1874620660507,11.7277726964286,wind_74,6.6,317.9098618831361,-174.1,283.86,0.9,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-31.5220599099085
81.0074474896749,11.6928971905735,wind_75,8.800000000000002,320.3200925452568,-161.77,291.06,0.86,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-29.0651327555856
81.2774901724909,11.7451704738469,wind_76,11.4,176.19200411094388,-42.45,-330.28,0.93,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-172.676080045873
81.3675247044925,11.7625360291138,wind_77,3.9,280.15180490666586,-311.07,118.85,0.96,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-69.0897259734907
81.4575743268029,11.779871813477,wind_78,2.5,327.81231214865016,-122.43,309.68,0.95,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-21.5710467144537
81.5475913581646,11.7971733282969,wind_79,4.8,339.28936531860046,-57.56,327.99,0.83,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-9.95365930712394
81.0612490139517,11.4231740014438,wind_8,7.7,345.4699312505981,-20.5,332.37,0.97,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-3.52943238891432
79.8201026476236,11.5534912713201,wind_80,1.9,184.61380921395383,-93.21,-319.69,0.79,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-163.745232349054
79.9998708800726,11.5890800656192,wind_81,4.1,204.30583145725484,-196.62,-268.76,0.82,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-143.811466373194
80.3595866264815,11.6599202398258,wind_82,14.1,208.35034067881668,-214.79,-254.47,0.87,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-139.833356842652
80.5395094371184,11.6951697963519,wind_83,5.6,251.20777934102207,-330.27,-42.59,0.79,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-97.3480307346779
80.089784615295,11.6068296009604,wind_84,7.4,198.23657272040373,-166.63,-288.31,0.86,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-149.97405110744
80.2696412243018,11.6422494147287,wind_85,8.300000000000002,211.63262118733087,-229.17,-241.6,0.83,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-136.512460668356
80.1797075133119,11.6245525865153,wind_86,9.3,208.1461290587511,-214.09,-255.06,0.87,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-139.990872794328
79.9099707778361,11.5712976994621,wind_87,8.300000000000002,200.04588630501448,-175.96,-282.72,0.87,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-148.102585639631
80.4495435702975,11.6775612175608,wind_88,7.8,228.23131073519207,-288.44,-166.4,0.86,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-119.980492930483
80.6294898763573,11.7127522814139,wind_89,5.4,265.1702921690045,-330.98,36.63,0.87,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-83.6846992210901
80.3423623095024,11.2823184758904,wind_9,5.7,298.56172527378374,-257.77,210.82,0.93,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-50.7216095776392
80.7194811817395,11.7303084158207,wind_90,4.9,297.96120827715214,-260.27,207.73,0.8,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-51.4054877374785
80.8094799678148,11.7478379352373,wind_91,1.3,296.79035130656587,-264.46,202.36,0.88,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-52.577438153623
80.9895171692314,11.7828035834667,wind_92,12.5,313.18317155426666,-196.88,268.56,0.93,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-36.2449576538985
80.8994918197051,11.7653363215261,wind_93,7.6,303.79366068224846,-238.01,232.9,0.87,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-45.6217110325085
81.0795515610783,11.8002440777052,wind_94,3.8,329.7979583401643,-111.17,313.9,0.92,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-19.5019754650536
81.3497222395321,11.8523993918724,wind_95,3.9,335.0379825330763,-81.87999999999998,322.78,0.89,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-14.2340445720522
81.1695970369054,11.8176577893422,wind_96,9.0,345.37092112345,-21.43,332.31,0.89,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-3.6897797392434
81.4398037517385,11.8697238723517,wind_97,4.2,314.92003646678734,-188.95,274.2,0.91,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-34.5705539203497
81.2596554299666,11.835044800054,wind_98,11.0,338.8692989131042,-59.68,327.61,0.85,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-10.3242371005377
81.5298529618966,11.8870138368769,wind_99,3.9,220.68011197979777,-263.27,-203.9,0.93,fill:#0000ff; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:star,-127.757426306728
